set,path,label,xmin,ymin,xmax,ymax
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.2d92e66527dbd3ae4b07fa8aa6c9533a.jpg,OrderYellow,0.509615385,0.490384615,0.584134615,0.576923077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.2d92e66527dbd3ae4b07fa8aa6c9533a.jpg,OrderGurney,0.586538462,0.492788462,0.65625,0.579326923
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.2d92e66527dbd3ae4b07fa8aa6c9533a.jpg,OrderBlue,0.360576923,0.492788462,0.430288462,0.584134615
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.2d92e66527dbd3ae4b07fa8aa6c9533a.jpg,OrderGurney,0.283653846,0.492788462,0.353365385,0.581730769
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.2d92e66527dbd3ae4b07fa8aa6c9533a.jpg,OrderYellow,0.4375,0.59375,0.502403846,0.675480769
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.2d92e66527dbd3ae4b07fa8aa6c9533a.jpg,OrderGurney,0.512019231,0.59375,0.579326923,0.680288462
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.2d92e66527dbd3ae4b07fa8aa6c9533a.jpg,OrderYellow,0.360576923,0.596153846,0.427884615,0.680288462
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.2d92e66527dbd3ae4b07fa8aa6c9533a.jpg,OrderYellow,0.286057692,0.598557692,0.353365385,0.680288462
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.2d92e66527dbd3ae4b07fa8aa6c9533a.jpg,OrderRed,0.581730769,0.689903846,0.65625,0.778846154
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.2d92e66527dbd3ae4b07fa8aa6c9533a.jpg,OrderGurney,0.435096154,0.694711538,0.5,0.774038462
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.2d92e66527dbd3ae4b07fa8aa6c9533a.jpg,OrderGurney,0.358173077,0.694711538,0.427884615,0.776442308
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.2d92e66527dbd3ae4b07fa8aa6c9533a.jpg,OrderYellow,0.28125,0.692307692,0.353365385,0.78125
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.69c0c3cb8ca28c109ffaf4107ffe27de.jpg,CubeRed,0.634615385,0.408653846,0.745192308,0.533653846
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.69c0c3cb8ca28c109ffaf4107ffe27de.jpg,CubeYellow,0.487980769,0.413461538,0.596153846,0.538461538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.69c0c3cb8ca28c109ffaf4107ffe27de.jpg,CubeYellow,0.350961538,0.411057692,0.454326923,0.543269231
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.69c0c3cb8ca28c109ffaf4107ffe27de.jpg,CubeRed,0.211538462,0.418269231,0.322115385,0.545673077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.69c0c3cb8ca28c109ffaf4107ffe27de.jpg,CubeRed,0.213942308,0.665865385,0.331730769,0.814903846
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.69c0c3cb8ca28c109ffaf4107ffe27de.jpg,CubeBlue,0.764423077,0.117788462,0.889423077,0.242788462
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.69c0c3cb8ca28c109ffaf4107ffe27de.jpg,CubeYellow,0.634615385,0.125,0.740384615,0.25
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.69c0c3cb8ca28c109ffaf4107ffe27de.jpg,CubeBlue,0.492788462,0.132211538,0.586538462,0.257211538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.69c0c3cb8ca28c109ffaf4107ffe27de.jpg,CubeBlue,0.341346154,0.132211538,0.447115385,0.259615385
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.69c0c3cb8ca28c109ffaf4107ffe27de.jpg,CubeBlue,0.192307692,0.139423077,0.310096154,0.259615385
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.61f1a497a50cfd570f164b76bf6db3aa.jpg,CubeRed,0.617788462,0.40625,0.733173077,0.536057692
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.61f1a497a50cfd570f164b76bf6db3aa.jpg,CubeYellow,0.475961538,0.413461538,0.581730769,0.538461538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.61f1a497a50cfd570f164b76bf6db3aa.jpg,CubeYellow,0.338942308,0.413461538,0.439903846,0.540865385
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.61f1a497a50cfd570f164b76bf6db3aa.jpg,CubeRed,0.194711538,0.415865385,0.310096154,0.548076923
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.61f1a497a50cfd570f164b76bf6db3aa.jpg,CubeRed,0.192307692,0.668269231,0.310096154,0.814903846
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.61f1a497a50cfd570f164b76bf6db3aa.jpg,CubeBlue,0.754807692,0.115384615,0.889423077,0.245192308
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.61f1a497a50cfd570f164b76bf6db3aa.jpg,CubeYellow,0.627403846,0.125,0.737980769,0.25
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.61f1a497a50cfd570f164b76bf6db3aa.jpg,CubeBlue,0.485576923,0.132211538,0.584134615,0.257211538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.61f1a497a50cfd570f164b76bf6db3aa.jpg,CubeBlue,0.331730769,0.129807692,0.444711538,0.262019231
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.61f1a497a50cfd570f164b76bf6db3aa.jpg,CubeBlue,0.185096154,0.139423077,0.305288462,0.259615385
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.4d4789fa8332ad714552f6abc254ffae.jpg,CubeRed,0.627403846,0.403846154,0.745192308,0.53125
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.4d4789fa8332ad714552f6abc254ffae.jpg,CubeYellow,0.487980769,0.411057692,0.591346154,0.533653846
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.4d4789fa8332ad714552f6abc254ffae.jpg,CubeYellow,0.350961538,0.413461538,0.449519231,0.538461538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.4d4789fa8332ad714552f6abc254ffae.jpg,CubeRed,0.206730769,0.415865385,0.322115385,0.545673077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.4d4789fa8332ad714552f6abc254ffae.jpg,CubeRed,0.211538462,0.665865385,0.324519231,0.8125
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.4d4789fa8332ad714552f6abc254ffae.jpg,CubeBlue,0.759615385,0.112980769,0.891826923,0.237980769
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.4d4789fa8332ad714552f6abc254ffae.jpg,CubeYellow,0.629807692,0.120192308,0.742788462,0.247596154
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.4d4789fa8332ad714552f6abc254ffae.jpg,CubeBlue,0.490384615,0.129807692,0.586538462,0.252403846
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.4d4789fa8332ad714552f6abc254ffae.jpg,CubeBlue,0.338942308,0.129807692,0.447115385,0.257211538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.4d4789fa8332ad714552f6abc254ffae.jpg,CubeBlue,0.1875,0.134615385,0.3125,0.259615385
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.6f67e1189b090dec719e9ecebeec8db7.jpg,CubeRed,0.620192308,0.408653846,0.735576923,0.533653846
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.6f67e1189b090dec719e9ecebeec8db7.jpg,CubeYellow,0.478365385,0.413461538,0.584134615,0.538461538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.6f67e1189b090dec719e9ecebeec8db7.jpg,CubeYellow,0.338942308,0.411057692,0.444711538,0.543269231
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.6f67e1189b090dec719e9ecebeec8db7.jpg,CubeRed,0.199519231,0.418269231,0.3125,0.545673077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.6f67e1189b090dec719e9ecebeec8db7.jpg,CubeRed,0.194711538,0.665865385,0.317307692,0.814903846
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.6f67e1189b090dec719e9ecebeec8db7.jpg,CubeBlue,0.759615385,0.117788462,0.887019231,0.242788462
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.6f67e1189b090dec719e9ecebeec8db7.jpg,CubeYellow,0.629807692,0.122596154,0.737980769,0.252403846
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.6f67e1189b090dec719e9ecebeec8db7.jpg,CubeBlue,0.487980769,0.132211538,0.584134615,0.254807692
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.6f67e1189b090dec719e9ecebeec8db7.jpg,CubeBlue,0.336538462,0.132211538,0.444711538,0.259615385
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage2_jpg.rf.6f67e1189b090dec719e9ecebeec8db7.jpg,CubeBlue,0.1875,0.139423077,0.307692308,0.259615385
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.a93c3cc8c8f5fabe200b3bd59490f3ec.jpg,OrderBlue,0.677884615,0.146634615,0.762019231,0.25
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.a93c3cc8c8f5fabe200b3bd59490f3ec.jpg,OrderBlue,0.495192308,0.163461538,0.579326923,0.269230769
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.a93c3cc8c8f5fabe200b3bd59490f3ec.jpg,OrderBlue,0.403846154,0.175480769,0.490384615,0.276442308
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.a93c3cc8c8f5fabe200b3bd59490f3ec.jpg,OrderBlue,0.230769231,0.1875,0.307692308,0.290865385
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.a93c3cc8c8f5fabe200b3bd59490f3ec.jpg,OrderRed,0.411057692,0.293269231,0.492788462,0.401442308
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.a93c3cc8c8f5fabe200b3bd59490f3ec.jpg,OrderRed,0.319711538,0.302884615,0.401442308,0.396634615
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.a93c3cc8c8f5fabe200b3bd59490f3ec.jpg,OrderRed,0.233173077,0.307692308,0.314903846,0.411057692
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.a93c3cc8c8f5fabe200b3bd59490f3ec.jpg,OrderRed,0.6875,0.394230769,0.764423077,0.497596154
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.a93c3cc8c8f5fabe200b3bd59490f3ec.jpg,OrderGurney,0.598557692,0.403846154,0.673076923,0.504807692
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.a93c3cc8c8f5fabe200b3bd59490f3ec.jpg,OrderYellow,0.507211538,0.40625,0.581730769,0.507211538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.a93c3cc8c8f5fabe200b3bd59490f3ec.jpg,OrderBlue,0.326923077,0.420673077,0.40625,0.524038462
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.a93c3cc8c8f5fabe200b3bd59490f3ec.jpg,OrderGurney,0.240384615,0.427884615,0.319711538,0.524038462
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.a93c3cc8c8f5fabe200b3bd59490f3ec.jpg,OrderGurney,0.504807692,0.524038462,0.588942308,0.637019231
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.a93c3cc8c8f5fabe200b3bd59490f3ec.jpg,OrderYellow,0.331730769,0.536057692,0.413461538,0.637019231
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.a93c3cc8c8f5fabe200b3bd59490f3ec.jpg,OrderYellow,0.420673077,0.533653846,0.497596154,0.639423077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.a93c3cc8c8f5fabe200b3bd59490f3ec.jpg,OrderYellow,0.247596154,0.548076923,0.326923077,0.641826923
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.a93c3cc8c8f5fabe200b3bd59490f3ec.jpg,OrderRed,0.596153846,0.637019231,0.680288462,0.740384615
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.a93c3cc8c8f5fabe200b3bd59490f3ec.jpg,OrderGurney,0.425480769,0.649038462,0.504807692,0.75
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.a93c3cc8c8f5fabe200b3bd59490f3ec.jpg,OrderGurney,0.336538462,0.651442308,0.418269231,0.754807692
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.a93c3cc8c8f5fabe200b3bd59490f3ec.jpg,OrderYellow,0.252403846,0.65625,0.331730769,0.757211538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.9681633dfc1b00337a2904bfdcffa971.jpg,OrderBlue,0.776442308,0.170673077,0.853365385,0.269230769
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.9681633dfc1b00337a2904bfdcffa971.jpg,OrderBlue,0.326923077,0.165865385,0.399038462,0.271634615
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.9681633dfc1b00337a2904bfdcffa971.jpg,OrderBlue,0.502403846,0.168269231,0.586538462,0.276442308
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.9681633dfc1b00337a2904bfdcffa971.jpg,OrderBlue,0.588942308,0.168269231,0.675480769,0.278846154
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.9681633dfc1b00337a2904bfdcffa971.jpg,OrderRed,0.504807692,0.290865385,0.581730769,0.389423077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.9681633dfc1b00337a2904bfdcffa971.jpg,OrderRed,0.326923077,0.290865385,0.403846154,0.391826923
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.9681633dfc1b00337a2904bfdcffa971.jpg,OrderRed,0.415865385,0.290865385,0.492788462,0.391826923
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.9681633dfc1b00337a2904bfdcffa971.jpg,OrderGurney,0.331730769,0.408653846,0.40625,0.502403846
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.9681633dfc1b00337a2904bfdcffa971.jpg,OrderYellow,0.591346154,0.40625,0.668269231,0.512019231
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.9681633dfc1b00337a2904bfdcffa971.jpg,OrderRed,0.774038462,0.411057692,0.853365385,0.509615385
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.9681633dfc1b00337a2904bfdcffa971.jpg,OrderBlue,0.418269231,0.411057692,0.495192308,0.507211538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.9681633dfc1b00337a2904bfdcffa971.jpg,OrderGurney,0.680288462,0.408653846,0.759615385,0.519230769
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.9681633dfc1b00337a2904bfdcffa971.jpg,OrderYellow,0.331730769,0.524038462,0.40625,0.622596154
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.9681633dfc1b00337a2904bfdcffa971.jpg,OrderYellow,0.420673077,0.526442308,0.495192308,0.625
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.9681633dfc1b00337a2904bfdcffa971.jpg,OrderYellow,0.504807692,0.528846154,0.584134615,0.625
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.9681633dfc1b00337a2904bfdcffa971.jpg,OrderGurney,0.59375,0.53125,0.665865385,0.629807692
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.9681633dfc1b00337a2904bfdcffa971.jpg,OrderGurney,0.502403846,0.637019231,0.584134615,0.733173077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.9681633dfc1b00337a2904bfdcffa971.jpg,OrderYellow,0.334134615,0.639423077,0.411057692,0.733173077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.9681633dfc1b00337a2904bfdcffa971.jpg,OrderGurney,0.420673077,0.639423077,0.497596154,0.733173077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.9681633dfc1b00337a2904bfdcffa971.jpg,OrderRed,0.677884615,0.649038462,0.757211538,0.747596154
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.668e0496188c43a32ccf1e6e6ef30149.jpg,OrderBlue,0.778846154,0.185096154,0.858173077,0.283653846
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.668e0496188c43a32ccf1e6e6ef30149.jpg,OrderBlue,0.329326923,0.170673077,0.403846154,0.278846154
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.668e0496188c43a32ccf1e6e6ef30149.jpg,OrderBlue,0.507211538,0.177884615,0.591346154,0.288461538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.668e0496188c43a32ccf1e6e6ef30149.jpg,OrderBlue,0.59375,0.180288462,0.677884615,0.288461538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.668e0496188c43a32ccf1e6e6ef30149.jpg,OrderRed,0.509615385,0.300480769,0.588942308,0.401442308
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.668e0496188c43a32ccf1e6e6ef30149.jpg,OrderRed,0.331730769,0.295673077,0.411057692,0.399038462
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.668e0496188c43a32ccf1e6e6ef30149.jpg,OrderRed,0.420673077,0.298076923,0.5,0.401442308
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.668e0496188c43a32ccf1e6e6ef30149.jpg,OrderGurney,0.336538462,0.413461538,0.418269231,0.509615385
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.668e0496188c43a32ccf1e6e6ef30149.jpg,OrderYellow,0.598557692,0.418269231,0.677884615,0.521634615
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.668e0496188c43a32ccf1e6e6ef30149.jpg,OrderRed,0.78125,0.423076923,0.862980769,0.524038462
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.668e0496188c43a32ccf1e6e6ef30149.jpg,OrderBlue,0.425480769,0.418269231,0.504807692,0.516826923
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.668e0496188c43a32ccf1e6e6ef30149.jpg,OrderGurney,0.6875,0.423076923,0.769230769,0.528846154
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.668e0496188c43a32ccf1e6e6ef30149.jpg,OrderYellow,0.341346154,0.528846154,0.418269231,0.629807692
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.668e0496188c43a32ccf1e6e6ef30149.jpg,OrderYellow,0.425480769,0.53125,0.509615385,0.637019231
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.668e0496188c43a32ccf1e6e6ef30149.jpg,OrderYellow,0.514423077,0.540865385,0.59375,0.634615385
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.668e0496188c43a32ccf1e6e6ef30149.jpg,OrderGurney,0.600961538,0.543269231,0.677884615,0.639423077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.668e0496188c43a32ccf1e6e6ef30149.jpg,OrderGurney,0.514423077,0.646634615,0.596153846,0.745192308
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.668e0496188c43a32ccf1e6e6ef30149.jpg,OrderYellow,0.348557692,0.644230769,0.423076923,0.740384615
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.668e0496188c43a32ccf1e6e6ef30149.jpg,OrderGurney,0.432692308,0.646634615,0.509615385,0.742788462
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.668e0496188c43a32ccf1e6e6ef30149.jpg,OrderRed,0.689903846,0.658653846,0.769230769,0.759615385
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.b3ded4cf7aed2f426491c799231d7de3.jpg,OrderBlue,0.680288462,0.254807692,0.745192308,0.34375
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.b3ded4cf7aed2f426491c799231d7de3.jpg,OrderBlue,0.528846154,0.264423077,0.596153846,0.350961538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.b3ded4cf7aed2f426491c799231d7de3.jpg,OrderBlue,0.454326923,0.266826923,0.519230769,0.358173077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.b3ded4cf7aed2f426491c799231d7de3.jpg,OrderBlue,0.302884615,0.274038462,0.370192308,0.362980769
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.b3ded4cf7aed2f426491c799231d7de3.jpg,OrderRed,0.456730769,0.367788462,0.519230769,0.459134615
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.b3ded4cf7aed2f426491c799231d7de3.jpg,OrderRed,0.382211538,0.375,0.447115385,0.456730769
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.b3ded4cf7aed2f426491c799231d7de3.jpg,OrderRed,0.305288462,0.377403846,0.370192308,0.466346154
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.b3ded4cf7aed2f426491c799231d7de3.jpg,OrderRed,0.685096154,0.454326923,0.757211538,0.545673077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.b3ded4cf7aed2f426491c799231d7de3.jpg,OrderYellow,0.533653846,0.466346154,0.603365385,0.550480769
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.b3ded4cf7aed2f426491c799231d7de3.jpg,OrderGurney,0.605769231,0.461538462,0.680288462,0.552884615
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.b3ded4cf7aed2f426491c799231d7de3.jpg,OrderBlue,0.382211538,0.473557692,0.451923077,0.564903846
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.b3ded4cf7aed2f426491c799231d7de3.jpg,OrderGurney,0.305288462,0.475961538,0.375,0.567307692
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.b3ded4cf7aed2f426491c799231d7de3.jpg,OrderYellow,0.463942308,0.569711538,0.526442308,0.653846154
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.b3ded4cf7aed2f426491c799231d7de3.jpg,OrderGurney,0.536057692,0.569711538,0.605769231,0.653846154
